Lead ID,Evidence Type,Evidence Summary,Source URL,Verified At,Run ID,Campaign ID
N5K-0240,Legal,"Действующее ООО; ИНН 7727701682; ОГРН 1097746651200; собственник 100% и генеральный директор Русаков Игорь Владиславович",https://companies.rbc.ru/amp/ogrn/1097746651200/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0240,Scale,"Выручка 367 192 000 ₽ за 2025 год; 7 сотрудников; допустимый верхний диапазон при сильном S1 и доступном собственнике",https://companies.rbc.ru/amp/ogrn/1097746651200/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0240,Signal,"S1: систематизация B2B-продаж, рост выручки, масштабирование команды и передача управления продажами от основателей",https://careerist.ru/vakansii/rukovoditel-otdela-prodazh-b2b-inzhenernye-resheniya-83383782.html,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0240,Brand Match,"Официальный сайт связывает бренд Рус-Лайн Инжиниринг с ООО «РУС-ЛАЙН ИНЖИНИРИНГ», ИНН 7727701682, ОГРН 1097746651200",https://rus-line.com/company/rekvizity/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0240,Contact Route,"Официальный телефон, crm@ и сайт; генеральный директор совпадает с собственником 100%",https://rus-line.com/company/rekvizity/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0241,Legal,"Действующее ООО; ИНН 7708670020; ОГРН 1087746562309; директор Мокиенков Анатолий Геннадьевич",https://www.tbank.ru/business/contractor/legal/1087746562309/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0241,Scale,"Выручка 41 495 000 ₽ за 2025 год; 9 сотрудников",https://www.tbank.ru/business/contractor/legal/1087746562309/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0241,Signal,"S1: прямой запрос на практикующего эксперта-наставника для построения за 3–6 месяцев устойчивой измеримой системы B2B-продаж, CRM, KPI и процессов",https://hh.ru/vacancy/129743385,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0241,Brand Match,"Официальный сайт указывает ООО «РИТСО-КОНСАЛТИНГ» и ИНН 7708670020",https://ritso.ru/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0241,Contact Route,"Официальный телефон +7 (495) 780-36-00, email am@ritso.ru, сайт и HH-маршрут",https://www.ritso.ru/bitrix24-info.html,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0242,Legal,"Действующее ООО; ИНН 7717651714; ОГРН 1097746253461; собственник 100% и генеральный директор Мясников Алексей Анатольевич",https://companies.rbc.ru/id/1097746253461-ooo-siares/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0242,Scale,"Выручка 48 010 000 ₽ за 2025 год; 6 сотрудников",https://companies.rbc.ru/id/1097746253461-ooo-siares/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0242,Signal,"S1: расширение бизнеса и развитие сервисного направления с коммерческой ответственностью за новые договоры, запчасти, сервисные услуги и увеличение прибыли",https://dreamjob.ru/employers/465493/vakansii/125668157,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0242,Brand Match,"Официальный сайт CRS указывает ООО «СИАРЕС», ИНН 7717651714 и ОГРН 1097746253461",https://crscompany.ru/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
N5K-0242,Contact Route,"Официальный телефон +7 (495) 792-57-37, order@crscompany.ru и форма отдела продаж",https://crscompany.ru/,2026-08-15T15:08:51+03:00,N5K-20260815-236,new_5000
