Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0601,N5K-0601-C01,ГенМастер / GenMaster,5016019870,,Корпоративный маршрут,+7 495 545-45-80,PHONE,CORPORATE,Official company,https://genmaster.ru/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0601,N5K-0601-C02,ГенМастер / GenMaster,5016019870,,Корпоративный маршрут,8 800 500-40-99,PHONE,CORPORATE,Official company,https://genmaster.ru/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0601,N5K-0601-C03,ГенМастер / GenMaster,5016019870,,Корпоративный маршрут,info@genmaster.ru,EMAIL,CORPORATE,Official company,https://genmaster.ru/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0602,N5K-0602-C01,Микран / Micran,7017211757,,Корпоративный маршрут,+7 3822 90-00-29,PHONE,CORPORATE,Official company,https://www.micran.ru/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0602,N5K-0602-C02,Микран / Micran,7017211757,,Корпоративный маршрут,mic@micran.ru,EMAIL,CORPORATE,Official company,https://www.micran.ru/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0603,N5K-0603-C01,ЭЛКА-Кабель / ELKACABLE,5907054430,,Корпоративный маршрут,+7 (342) 206-29-39,PHONE,CORPORATE,ELEC company catalog,https://www.elec.ru/catalog/okp-perm/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0603,N5K-0603-C02,ЭЛКА-Кабель / ELKACABLE,5907054430,,Корпоративный маршрут,info@okp-perm.ru,EMAIL,CORPORATE,ELEC company catalog,https://www.elec.ru/catalog/okp-perm/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0603,N5K-0603-C03,ЭЛКА-Кабель / ELKACABLE,5907054430,,Корпоративный маршрут,zakaz@okp-perm.ru,EMAIL,SALES,ELEC company catalog,https://www.elec.ru/catalog/okp-perm/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0604,N5K-0604-C01,SafetyLab / Лаборатория безопасности,7841433407,,Корпоративный маршрут,+7 (812) 332-52-45,PHONE,CORPORATE,Official company,https://www.safetylab.ru/ru/info/19,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0604,N5K-0604-C02,SafetyLab / Лаборатория безопасности,7841433407,,Корпоративный маршрут,info@safetylab.ru,EMAIL,CORPORATE,Official company,https://www.safetylab.ru/ru/info/19,NO,HIGH,2026-08-27,,N5K-20260827-447,new_5000
N5K-0604,N5K-0604-C03,SafetyLab / Лаборатория безопасности,7841433407,,Корпоративный маршрут,anna.andreeva@safetylab.ru,EMAIL,STRATEGY_CONTACT,Official company,https://www.safetylab.ru/ru/info/19,NO,HIGH,2026-08-27,Анна Андреева — директор по стратегическому развитию,N5K-20260827-447,new_5000
