Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0562,N5K-0562-C01,Лемакс / Lemax,6154001478,,Корпоративный маршрут,+7 (8634) 31-23-45,Phone,Corporate,Official Lemax requisites,https://lemax-radiator.ru/contacts/requisites/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0562,N5K-0562-C02,Лемакс / Lemax,6154001478,,Корпоративный маршрут,info@lemax-radiator.ru,Email,Corporate,Official Lemax requisites,https://lemax-radiator.ru/contacts/requisites/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0562,N5K-0562-C03,Лемакс / Lemax,6154001478,,Корпоративный маршрут,Official company site,Form,Corporate,Official Lemax site,https://lemax-kotel.ru/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0563,N5K-0563-C01,ДЖИЛЕКС / JEELEX,5021017621,,Корпоративный маршрут,+7 (499) 400-55-55,Phone,Corporate,Official JEELEX contacts,https://jeelex.ru/about/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0563,N5K-0563-C02,ДЖИЛЕКС / JEELEX,5021017621,,Корпоративный маршрут,sales@jeelex.ru,Email,Sales,Official JEELEX contacts,https://jeelex.ru/about/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0563,N5K-0563-C03,ДЖИЛЕКС / JEELEX,5021017621,,Корпоративный маршрут,info@jeelex.ru,Email,Corporate,Official JEELEX contacts,https://jeelex.ru/about/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0564,N5K-0564-C01,NexTouch / ГК Некс-Т,7723740056,,Корпоративный маршрут,8 800 700 2018,Phone,Corporate,Official NexTouch contacts,https://nextouch.ru/kontakty/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0564,N5K-0564-C02,NexTouch / ГК Некс-Т,7723740056,,Корпоративный маршрут,partners@nextouch.ru,Email,Partnership,Official NexTouch contacts,https://nextouch.ru/kontakty/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0564,N5K-0564-C03,NexTouch / ГК Некс-Т,7723740056,,Корпоративный маршрут,info@nextouch.ru,Email,Corporate,Official NexTouch contacts,https://nextouch.ru/kontakty/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
N5K-0564,N5K-0564-C04,NexTouch / ГК Некс-Т,7723740056,,Корпоративный маршрут,Official contact form,Form,Corporate,Official NexTouch contacts,https://nextouch.ru/kontakty/,NO,HIGH,2026-08-27,,N5K-20260827-438,new_5000
