Lead ID,Contact Type,Contact Value,Contact Source,Verified At,Run ID,Campaign ID
N5K-0108,Phone,+7 (977) 503-46-78,https://artkars.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0108,Email,info-artkars@ya.ru,https://artkars.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0108,Vacancy,https://hh.ru/vacancy/129738622,https://hh.ru/vacancy/129738622,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0108,Form,https://artkars.ru/,https://artkars.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0109,Phone,8 800 500-05-71,https://3sense.ru/about/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0109,Vacancy,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-uslug/za_poslednie_tri_dnya,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-uslug/za_poslednie_tri_dnya,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0109,Form,https://3sense.ru/write,https://3sense.ru/write,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0110,Phone,+7 (800) 100-35-81,https://roomlink.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0110,Email,info@roomlink.ru,https://roomlink.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0110,Vacancy,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-it/polniy_den,https://hh.ru/vacancies/rukovoditel-otdela-prodazh-it/polniy_den,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0110,Form,https://roomlink.ru/,https://roomlink.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0111,Phone,+7 977 480-29-87,https://ex-sert.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0111,Email,sertekspert@list.ru,https://ex-sert.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0111,Vacancy,https://hh.ru/vacancies/rukovoditel-organa-po-sertifikatsii/ot_pryamih_rabotodateley,https://hh.ru/vacancies/rukovoditel-organa-po-sertifikatsii/ot_pryamih_rabotodateley,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
N5K-0111,Form,https://ex-sert.ru/,https://ex-sert.ru/,2026-08-09T04:08:00+03:00,N5K-20260809-134,new_5000
