Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0363,N5K-0363-C01,ИНТУРАЭРО / IntourAero,7714272098,,Корпоративный маршрут,+7 (495) 994-24-44,Phone,Corporate,Official IntourAero website,https://intouraero.ru/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-310,new_5000
N5K-0363,N5K-0363-C02,ИНТУРАЭРО / IntourAero,7714272098,,Корпоративный маршрут,sales@intouraero.ru,Email,Sales/B2B,Official IntourAero website,https://intouraero.ru/,NO,HIGH,2026-08-22,Коммерческий email,N5K-20260822-310,new_5000
N5K-0363,N5K-0363-C03,ИНТУРАЭРО / IntourAero,7714272098,,Корпоративный маршрут,https://intouraero.ru/,Website,Official route,Official IntourAero website,https://intouraero.ru/,NO,HIGH,2026-08-22,Официальный сайт,N5K-20260822-310,new_5000
N5K-0363,N5K-0363-C04,ИНТУРАЭРО / IntourAero,7714272098,,Корпоративный маршрут,https://h.careers/vacancy/ru/director-of-sales-intouraero/,Job board,Employer route,Current 2026 vacancy,https://h.careers/vacancy/ru/director-of-sales-intouraero/,NO,HIGH,2026-08-22,Маршрут по вакансии директора продаж,N5K-20260822-310,new_5000
N5K-0364,N5K-0364-C01,Торговый дом ТАВР Неруд / TAVR Nerud,5402038606,,Корпоративный маршрут,8 (800) 775-22-74,Phone,Corporate,Official TAVR Nerud website,https://tavrnerud.com/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-310,new_5000
N5K-0364,N5K-0364-C02,Торговый дом ТАВР Неруд / TAVR Nerud,5402038606,,Корпоративный маршрут,logist@tavrnerud.ru,Email,Corporate,Official TAVR Nerud website,https://tavrnerud.com/,NO,HIGH,2026-08-22,Корпоративный email,N5K-20260822-310,new_5000
N5K-0364,N5K-0364-C03,Торговый дом ТАВР Неруд / TAVR Nerud,5402038606,,Корпоративный маршрут,https://tavrnerud.com/,Website,Official route,Official TAVR Nerud website,https://tavrnerud.com/,NO,HIGH,2026-08-22,Официальный сайт,N5K-20260822-310,new_5000
N5K-0364,N5K-0364-C04,Торговый дом ТАВР Неруд / TAVR Nerud,5402038606,,Корпоративный маршрут,https://dreamjob.ru/employers/329063/vakansii/,Job board,Employer route,Current 2026 vacancy,https://dreamjob.ru/employers/329063/vakansii/,NO,HIGH,2026-08-22,Маршрут работодателя,N5K-20260822-310,new_5000
N5K-0365,N5K-0365-C01,XBIT / ИКСБИТ,7811718934,,Корпоративный маршрут,+7 (812) 309-91-22,Phone,Corporate,Official/company certificate route,https://xbitspb.ru/,NO,HIGH,2026-08-22,Корпоративный телефон,N5K-20260822-310,new_5000
N5K-0365,N5K-0365-C02,XBIT / ИКСБИТ,7811718934,,Корпоративный маршрут,info@xbitspb.ru,Email,Corporate,Official/company certificate route,https://xbitspb.ru/,NO,HIGH,2026-08-22,Корпоративный email,N5K-20260822-310,new_5000
