Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0586,N5K-0586-C01,STELKON / Завод Стелкон,5034060416,,Корпоративный маршрут,+7 (495) 925-51-83,phone,official corporate,STELKON official,https://www.stelkon.ru/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0586,N5K-0586-C02,STELKON / Завод Стелкон,5034060416,,Корпоративный маршрут,info@stelkon.ru,email,official corporate,STELKON official,https://www.stelkon.ru/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0586,N5K-0586-C03,STELKON / Завод Стелкон,5034060416,,Корпоративный маршрут,https://www.stelkon.ru/contacts/,form,official contact form,STELKON official,https://www.stelkon.ru/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0587,N5K-0587-C01,НеоКор,4205026550,,Корпоративный маршрут,+7 (923) 600-01-70,phone,official corporate,NeoCor official,https://neocor.ru/kontakty,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0587,N5K-0587-C02,НеоКор,4205026550,,Корпоративный маршрут,+7 (923) 526-86-16,phone,official commercial,NeoCor official,https://neocor.ru/kontakty,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0587,N5K-0587-C03,НеоКор,4205026550,,Корпоративный маршрут,sales@neocor.ru,email,official commercial,NeoCor official,https://neocor.ru/kontakty,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0587,N5K-0587-C04,НеоКор,4205026550,,Корпоративный маршрут,office_neocor@neocor.ru,email,official corporate,NeoCor official,https://neocor.ru/kontakty,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0588,N5K-0588-C01,Гагаринский светотехнический завод / ГСТЗ,6722031168,,Корпоративный маршрут,+7 (48135) 3-47-28,phone,official corporate,GSTZ official,https://gstz.ru/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0588,N5K-0588-C02,Гагаринский светотехнический завод / ГСТЗ,6722031168,,Корпоративный маршрут,info@gstz.ru,email,official corporate,GSTZ official,https://gstz.ru/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
N5K-0588,N5K-0588-C03,Гагаринский светотехнический завод / ГСТЗ,6722031168,,Корпоративный маршрут,https://gstz.ru/contacts/,form,official contact form,GSTZ official,https://gstz.ru/contacts/,NO,HIGH,2026-08-27,,N5K-20260827-443,new_5000
