Lead ID,Contact ID,Brand,INN,Person Name,Person Role,Contact Value,Contact Channel,Contact Type,Contact Source,Source URL,Is LPR,Reliability,Date Checked,Notes,Run ID,Campaign ID
N5K-0569,N5K-0569-C01,Штрих Ру / Shtrih.ru,6316174702,,Корпоративный маршрут,8 (800) 600-33-02,PHONE,CORPORATE,Official website,https://shtrih.ru/contacts/,NO,HIGH,2026-08-27,Центральный официальный телефон.,N5K-20260827-440,new_5000
N5K-0569,N5K-0569-C02,Штрих Ру / Shtrih.ru,6316174702,,Корпоративный маршрут,sales@shtrih.ru,EMAIL,CORPORATE,Official website,https://shtrih.ru/contacts/,NO,HIGH,2026-08-27,Официальный коммерческий email.,N5K-20260827-440,new_5000
N5K-0569,N5K-0569-C03,Штрих Ру / Shtrih.ru,6316174702,,Корпоративный маршрут,https://shtrih.ru/contacts/,FORM,CORPORATE,Official website,https://shtrih.ru/contacts/,NO,HIGH,2026-08-27,Форма связи; личный контакт ЛПР не выдумывался.,N5K-20260827-440,new_5000
N5K-0570,N5K-0570-C01,ЛИДЕРМАШ / LEMASH,7707427544,,Корпоративный маршрут,+7 (499) 113-18-21,PHONE,CORPORATE,Official website,https://leadermash.ru/contacts/,NO,HIGH,2026-08-27,Центральный офис.,N5K-20260827-440,new_5000
N5K-0570,N5K-0570-C02,ЛИДЕРМАШ / LEMASH,7707427544,,Корпоративный маршрут,info@leadermash.ru,EMAIL,CORPORATE,Official website,https://leadermash.ru/contacts/,NO,HIGH,2026-08-27,Корпоративный email.,N5K-20260827-440,new_5000
N5K-0570,N5K-0570-C03,ЛИДЕРМАШ / LEMASH,7707427544,,Корпоративный маршрут,https://leadermash.ru/contacts/,FORM,CORPORATE,Official website,https://leadermash.ru/contacts/,NO,HIGH,2026-08-27,Официальная контактная страница.,N5K-20260827-440,new_5000
N5K-0571,N5K-0571-C01,ПСМ / Промышленные силовые машины,7604223919,,Корпоративный маршрут,8 800 500-08-12,PHONE,CORPORATE,Official website,https://www.powerunit.ru/contacts/,NO,HIGH,2026-08-27,Официальный федеральный телефон.,N5K-20260827-440,new_5000
N5K-0571,N5K-0571-C02,ПСМ / Промышленные силовые машины,7604223919,,Корпоративный маршрут,psm@powerunit.ru,EMAIL,CORPORATE,Official website,https://www.powerunit.ru/contacts/,NO,HIGH,2026-08-27,Официальный общий email.,N5K-20260827-440,new_5000
N5K-0571,N5K-0571-C03,ПСМ / Промышленные силовые машины,7604223919,,Корпоративный маршрут,https://www.powerunit.ru/contacts/,FORM,CORPORATE,Official website,https://www.powerunit.ru/contacts/,NO,HIGH,2026-08-27,Контактная страница и офис продаж.,N5K-20260827-440,new_5000
N5K-0572,N5K-0572-C01,Логика молока,1655498011,,Корпоративный маршрут,correspondence@logmol.ru,EMAIL,CORPORATE,Official website,https://logikamoloka.ru/contacts/,NO,HIGH,2026-08-27,Официальный центральный email группы.,N5K-20260827-440,new_5000
N5K-0572,N5K-0572-C02,Логика молока,1655498011,,Корпоративный маршрут,https://logikamoloka.ru/contacts/,FORM,CORPORATE,Official website,https://logikamoloka.ru/contacts/,NO,HIGH,2026-08-27,Официальная контактная страница.,N5K-20260827-440,new_5000
