timestamp,lead_id,brand,inn,email,subject,gmail_message_id,template_version,attachment
2026-09-03T13:48:41+02:00,N5K-0079,Бластим,7716966359,prmedia@blastim.ru,Бластим: систематизация B2B-продаж и прогнозируемая конверсия,1a067198b4baa20d,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:48:57+02:00,N5K-0080,Яркие Окна,2464151652,yarkie-okna@yandex.ru,Яркие Окна: построение системного отдела продаж,1a06719c81e68060,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:49:09+02:00,N5K-0081,NL Group,7813607820,info@nlgroup.ru,NL Group: коммерческая модель нового логистического направления,1a06719f996f23cb,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:49:24+02:00,N5K-0082,DIGITALI,7736330064,welcome@digitali.ru,DIGITALI: B2B-продажи как самостоятельная система роста,1a0671a33c525e8f,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:49:39+02:00,N5K-0087,ПЭК.24,7733285649,info@pek24.ru,ПЭК.24: точки роста коммерческой системы,1a0671a6fa4c6abe,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:49:58+02:00,N5K-0089,МосВектор,9728027371,office@mosvektor.ru,МосВектор: загрузка парка маржинальность и система продаж,1a0671ab55f506ae,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:50:12+02:00,N5K-0096,Savin-Piar,5040165738,order@savin-piar.ru,Savin-Piar: от лидогенерации к управляемой B2B-воронке,1a0671aef8fb25f4,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:50:27+02:00,N5K-0099,Подряд,7804580763,info@podryad.ltd,Подряд: масштабирование коммерческой системы при действующем потоке объектов,1a0671b2b485ec79,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:50:44+02:00,N5K-0101,Epsilon Gifts,7807224629,hello@epsilongifts.ru,Epsilon Gifts: B2B-рост через сегментацию и экономику клиентов,1a0671b69f6f49e3,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T13:50:59+02:00,N5K-0120,МЕГАТОНН,4230034361,kirill211097@mail.ru,МЕГАТОНН: коммерческая система под следующий этап роста,1a0671ba7333e72f,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T15:41:11+02:00,N5K-0161,Logos LTD,9701167325,os@logos-ltd.ru,Logos LTD: систематизация B2B-продаж и масштабирование команды,1a0678089fb113b8,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03T15:41:33+02:00,N5K-0168,ANGFA,9729273309,support@angfa.ru,ANGFA: коммерческая модель для масштабирования бренда в России,1a06780de6a71f86,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03,N5K-0154,MARROB,5032331540,info@marrob.ru,MARROB: построение системной коммерческой модели,1a06791b3ca0084c,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
2026-09-03,N5K-0114,Сто Кодов,5402085719,fast@ai4b.ru,Сто Кодов: построение системной B2B-функции продаж,1a06791fcc9d9d55,STRICT_SINGLE_BASELINE_2026-09-03,ALINA_business_tracker_2026_EMAIL.pdf
